day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15,day_16,day_17,day_18,day_19,day_20,day_21,day_22,day_23,day_24,day_25,day_26,day_27,day_28,day_29,day_30,student_id,website_visits,normal_screen_time,normal_website_visits
134.90142459033697,115.85207096486447,139.43065614302077,165.69089569224076,112.97539875829992,112.97589129152459,167.37638446522175,143.02304187458725,105.91576842195144,136.27680130757895,106.09746921562613,106.0281073928923,127.25886814698103,62.601592660266064,68.25246502460902,103.13137412277082,89.61506638996728,129.42741997785822,92.75927773436368,77.63088895994125,163.96946306764661,113.22671098540393,122.02584614063771,77.2575544135963,103.66851826424451,123.32767769129599,85.47019267733091,131.27094055037017,101.98083930243585,111.2491875062017,0,"['educational', 'educational', 'self_harm', 'social_media', 'self_harm', 'educational', 'educational', 'self_harm', 'social_media', 'social_media', 'educational', 'educational', 'social_media', 'self_harm', 'educational', 'social_media', 'educational', 'self_harm', 'social_media', 'educational', 'self_harm', 'educational', 'self_harm', 'self_harm', 'social_media', 'self_harm', 'educational', 'self_harm', 'self_harm', 'social_media']","[134.90142459033697, 115.85207096486447, 139.43065614302077, 165.69089569224076, 112.97539875829992, 112.97589129152459, 167.37638446522175, 143.02304187458725, 105.91576842195144, 136.27680130757895, 106.09746921562613, 106.0281073928923, 127.25886814698103, 62.601592660266064, 68.25246502460902, 103.13137412277082, 89.61506638996728, 129.42741997785822, 92.75927773436368, 77.63088895994125, 163.96946306764661, 113.22671098540393, 122.02584614063771, 77.2575544135963, 103.66851826424451, 123.32767769129599, 85.47019267733091, 131.27094055037017, 101.98083930243585, 111.2491875062017, ['educational', 'educational', 'self_harm', 'social_media', 'self_harm', 'educational', 'educational', 'self_harm', 'social_media', 'social_media', 'educational', 'educational', 'social_media', 'self_harm', 'educational', 'social_media', 'educational', 'self_harm', 'social_media', 'educational', 'self_harm', 'educational', 'self_harm', 'self_harm', 'social_media', 'self_harm', 'educational', 'self_harm', 'self_harm', 'social_media']]","['educational', 'educational', 'self_harm', 'social_media', 'self_harm', 'educational', 'educational', 'self_harm', 'social_media', 'social_media', 'educational', 'educational', 'social_media', 'self_harm', 'educational', 'social_media', 'educational', 'self_harm', 'social_media', 'educational', 'self_harm', 'educational', 'self_harm', 'self_harm', 'social_media', 'self_harm', 'educational', 'self_harm', 'self_harm', 'social_media']"
101.9488016331181,175.56834553526812,119.59508325786199,88.26867213132299,144.67634736309566,83.37469050086933,126.26590785014267,61.20989628360673,80.15441853304708,125.90583707607371,142.1539973998623,125.14104843569912,116.53055152835279,110.96688913232134,75.64434028897718,98.40467374815874,106.18083687120638,151.71366678656747,130.30854868705384,67.10879533911799,129.72251908184384,108.4475315875105,99.69233999082124,138.35028866522603,150.92998567487854,147.93840357348597,94.82347430332084,110.72362872446357,129.93790294210692,149.26635381367078,1,"['self_harm', 'self_harm', 'educational', 'social_media', 'social_media', 'social_media', 'self_harm', 'social_media', 'self_harm', 'self_harm', 'educational', 'educational', 'educational', 'educational', 'educational', 'self_harm', 'self_harm', 'social_media', 'self_harm', 'self_harm', 'educational', 'self_harm', 'educational', 'social_media', 'social_media', 'self_harm', 'social_media', 'self_harm', 'social_media', 'educational']","[101.9488016331181, 175.56834553526812, 119.59508325786199, 88.26867213132299, 144.67634736309566, 83.37469050086933, 126.26590785014267, 61.20989628360673, 80.15441853304708, 125.90583707607371, 142.1539973998623, 125.14104843569912, 116.53055152835279, 110.96688913232134, 75.64434028897718, 98.40467374815874, 106.18083687120638, 151.71366678656747, 130.30854868705384, 67.10879533911799, 129.72251908184384, 108.4475315875105, 99.69233999082124, 138.35028866522603, 150.92998567487854, 147.93840357348597, 94.82347430332084, 110.72362872446357, 129.93790294210692, 149.26635381367078, ['self_harm', 'self_harm', 'educational', 'social_media', 'social_media', 'social_media', 'self_harm', 'social_media', 'self_harm', 'self_harm', 'educational', 'educational', 'educational', 'educational', 'educational', 'self_harm', 'self_harm', 'social_media', 'self_harm', 'self_harm', 'educational', 'self_harm', 'educational', 'social_media', 'social_media', 'self_harm', 'social_media', 'self_harm', 'social_media', 'educational']]","['self_harm', 'self_harm', 'educational', 'social_media', 'social_media', 'social_media', 'self_harm', 'social_media', 'self_harm', 'self_harm', 'educational', 'educational', 'educational', 'educational', 'educational', 'self_harm', 'self_harm', 'social_media', 'self_harm', 'self_harm', 'educational', 'self_harm', 'educational', 'social_media', 'social_media', 'self_harm', 'social_media', 'self_harm', 'social_media', 'educational']"
105.6247728646413,114.43023070008549,86.80995077981916,84.11380127757988,144.37577467182595,160.68720085712468,117.83969635258998,150.10598693676073,130.84908075142903,100.64640736184627,130.8418681652524,166.1410969939791,118.92521882670145,166.9393096744202,41.40764687730767,144.6570751312567,122.61141204714514,111.02977948602398,122.75282329606507,60.372932561973215,113.40984336487465,130.71337714535238,164.33682134224549,104.45189345179058,95.74519191320437,104.9472886924639,147.46206353106223,129.86253328979052,104.10719388698884,135.39802299340067,2,"['educational', 'educational', 'educational', 'self_harm', 'social_media', 'self_harm', 'educational', 'self_harm', 'social_media', 'self_harm', 'social_media', 'self_harm', 'social_media', 'social_media', 'educational', 'social_media', 'educational', 'educational', 'educational', 'self_harm', 'self_harm', 'self_harm', 'self_harm', 'social_media', 'social_media', 'self_harm', 'social_media', 'social_media', 'educational', 'educational']","[105.6247728646413, 114.43023070008549, 86.80995077981916, 84.11380127757988, 144.37577467182595, 160.68720085712468, 117.83969635258998, 150.10598693676073, 130.84908075142903, 100.64640736184627, 130.8418681652524, 166.1410969939791, 118.92521882670145, 166.9393096744202, 41.40764687730767, 144.6570751312567, 122.61141204714514, 111.02977948602398, 122.75282329606507, 60.372932561973215, 113.40984336487465, 130.71337714535238, 164.33682134224549, 104.45189345179058, 95.74519191320437, 104.9472886924639, 147.46206353106223, 129.86253328979052, 104.10719388698884, 135.39802299340067, ['educational', 'educational', 'educational', 'self_harm', 'social_media', 'self_harm', 'educational', 'self_harm', 'social_media', 'self_harm', 'social_media', 'self_harm', 'social_media', 'social_media', 'educational', 'social_media', 'educational', 'educational', 'educational', 'self_harm', 'self_harm', 'self_harm', 'self_harm', 'social_media', 'social_media', 'self_harm', 'social_media', 'social_media', 'educational', 'educational']]","['educational', 'educational', 'educational', 'self_harm', 'social_media', 'self_harm', 'educational', 'self_harm', 'social_media', 'self_harm', 'social_media', 'self_harm', 'social_media', 'social_media', 'educational', 'social_media', 'educational', 'educational', 'educational', 'self_harm', 'self_harm', 'self_harm', 'self_harm', 'social_media', 'social_media', 'self_harm', 'social_media', 'social_media', 'educational', 'educational']"
122.91232648044121,149.05934971598668,98.93840718367943,110.17013560206695,108.23675540603527,76.09455155603644,128.88360831193728,127.83165816539668,120.15340369927382,112.96238599874559,77.53887773848757,107.38064031703922,109.71856450419692,95.93168192335143,115.16142865001973,132.12152570443615,176.5855770363159,125.23733438495518,127.72651172168293,117.76662252701499,62.43686354102876,119.20458373652349,121.8069062982308,193.89726337455858,114.22917105656633,129.04642027000838,118.9586469088427,84.93965887141404,154.28468443545063,142.55799098060322,3,"['educational', 'educational', 'social_media', 'self_harm', 'social_media', 'social_media', 'social_media', 'educational', 'educational', 'educational', 'self_harm', 'social_media', 'self_harm', 'educational', 'self_harm', 'social_media', 'social_media', 'educational', 'educational', 'self_harm', 'educational', 'educational', 'social_media', 'educational', 'educational', 'social_media', 'social_media', 'self_harm', 'educational', 'social_media']","[122.91232648044121, 149.05934971598668, 98.93840718367943, 110.17013560206695, 108.23675540603527, 76.09455155603644, 128.88360831193728, 127.83165816539668, 120.15340369927382, 112.96238599874559, 77.53887773848757, 107.38064031703922, 109.71856450419692, 95.93168192335143, 115.16142865001973, 132.12152570443615, 176.5855770363159, 125.23733438495518, 127.72651172168293, 117.76662252701499, 62.43686354102876, 119.20458373652349, 121.8069062982308, 193.89726337455858, 114.22917105656633, 129.04642027000838, 118.9586469088427, 84.93965887141404, 154.28468443545063, 142.55799098060322, ['educational', 'educational', 'social_media', 'self_harm', 'social_media', 'social_media', 'social_media', 'educational', 'educational', 'educational', 'self_harm', 'social_media', 'self_harm', 'educational', 'self_harm', 'social_media', 'social_media', 'educational', 'educational', 'self_harm', 'educational', 'educational', 'social_media', 'educational', 'educational', 'social_media', 'social_media', 'self_harm', 'educational', 'social_media']]","['educational', 'educational', 'social_media', 'self_harm', 'social_media', 'social_media', 'social_media', 'educational', 'educational', 'educational', 'self_harm', 'social_media', 'self_harm', 'educational', 'self_harm', 'social_media', 'social_media', 'educational', 'educational', 'self_harm', 'educational', 'educational', 'social_media', 'educational', 'educational', 'social_media', 'social_media', 'self_harm', 'educational', 'social_media']"
143.7309584112914,92.71837635615783,162.08382932808297,77.94446811623158,137.60571281400811,185.71366877429935,90.28391024607936,103.01106811191684,122.98954095262924,104.89573037651402,73.48009706801602,122.05688924418082,88.13088858821686,134.20777291905546,92.4172729729859,166.49803215052617,96.50240122991289,110.33815451382974,144.40551652109008,83.07407050698134,126.82379803812388,159.21428262847286,71.77550296316318,125.53901575596913,127.7964838274527,143.4546861533193,82.89147867365755,80.38630160747171,135.65824696850694,128.90954019699558,4,"['self_harm', 'self_harm', 'educational', 'educational', 'self_harm', 'social_media', 'self_harm', 'educational', 'social_media', 'social_media', 'self_harm', 'educational', 'self_harm', 'self_harm', 'self_harm', 'social_media', 'social_media', 'educational', 'educational', 'self_harm', 'self_harm', 'self_harm', 'educational', 'social_media', 'social_media', 'self_harm', 'self_harm', 'self_harm', 'self_harm', 'educational']","[143.7309584112914, 92.71837635615783, 162.08382932808297, 77.94446811623158, 137.60571281400811, 185.71366877429935, 90.28391024607936, 103.01106811191684, 122.98954095262924, 104.89573037651402, 73.48009706801602, 122.05688924418082, 88.13088858821686, 134.20777291905546, 92.4172729729859, 166.49803215052617, 96.50240122991289, 110.33815451382974, 144.40551652109008, 83.07407050698134, 126.82379803812388, 159.21428262847286, 71.77550296316318, 125.53901575596913, 127.7964838274527, 143.4546861533193, 82.89147867365755, 80.38630160747171, 135.65824696850694, 128.90954019699558, ['self_harm', 'self_harm', 'educational', 'educational', 'self_harm', 'social_media', 'self_harm', 'educational', 'social_media', 'social_media', 'self_harm', 'educational', 'self_harm', 'self_harm', 'self_harm', 'social_media', 'social_media', 'educational', 'educational', 'self_harm', 'self_harm', 'self_harm', 'educational', 'social_media', 'social_media', 'self_harm', 'self_harm', 'self_harm', 'self_harm', 'educational']]","['self_harm', 'self_harm', 'educational', 'educational', 'self_harm', 'social_media', 'self_harm', 'educational', 'social_media', 'social_media', 'self_harm', 'educational', 'self_harm', 'self_harm', 'self_harm', 'social_media', 'social_media', 'educational', 'educational', 'self_harm', 'self_harm', 'self_harm', 'educational', 'social_media', 'social_media', 'self_harm', 'self_harm', 'self_harm', 'self_harm', 'educational']"
127.5147855103763,130.39344628490926,99.59925835264528,126.9676109148301,128.79217419896042,98.56945745920896,175.9732353343427,134.21498762735362,84.26089508392054,139.69660825901488,90.75954989318035,143.61253811227357,154.75786737022213,95.37953044944868,148.90128387732966,132.38342780809495,144.6618047998347,176.9037894796184,112.63835651991388,97.38791506927531,93.3145671112343,95.52569145103685,117.68694871757687,130.2345592444993,128.30072397990057,144.8154974710807,120.39005675633722,163.6060223147195,112.06029500286132,201.60507499768858,5,"['social_media', 'self_harm', 'educational', 'self_harm', 'self_harm', 'social_media', 'self_harm', 'social_media', 'social_media', 'social_media', 'educational', 'educational', 'social_media', 'self_harm', 'social_media', 'self_harm', 'social_media', 'self_harm', 'educational', 'self_harm', 'social_media', 'educational', 'self_harm', 'self_harm', 'self_harm', 'self_harm', 'self_harm', 'educational', 'educational', 'educational']","[127.5147855103763, 130.39344628490926, 99.59925835264528, 126.9676109148301, 128.79217419896042, 98.56945745920896, 175.9732353343427, 134.21498762735362, 84.26089508392054, 139.69660825901488, 90.75954989318035, 143.61253811227357, 154.75786737022213, 95.37953044944868, 148.90128387732966, 132.38342780809495, 144.6618047998347, 176.9037894796184, 112.63835651991388, 97.38791506927531, 93.3145671112343, 95.52569145103685, 117.68694871757687, 130.2345592444993, 128.30072397990057, 144.8154974710807, 120.39005675633722, 163.6060223147195, 112.06029500286132, 201.60507499768858, ['social_media', 'self_harm', 'educational', 'self_harm', 'self_harm', 'social_media', 'self_harm', 'social_media', 'social_media', 'social_media', 'educational', 'educational', 'social_media', 'self_harm', 'social_media', 'self_harm', 'social_media', 'self_harm', 'educational', 'self_harm', 'social_media', 'educational', 'self_harm', 'self_harm', 'self_harm', 'self_harm', 'self_harm', 'educational', 'educational', 'educational']]","['social_media', 'self_harm', 'educational', 'self_harm', 'self_harm', 'social_media', 'self_harm', 'social_media', 'social_media', 'social_media', 'educational', 'educational', 'social_media', 'self_harm', 'social_media', 'self_harm', 'social_media', 'self_harm', 'educational', 'self_harm', 'social_media', 'educational', 'self_harm', 'self_harm', 'self_harm', 'self_harm', 'self_harm', 'educational', 'educational', 'educational']"
138.7700204329502,94.28527330751152,87.87322505816664,134.47417245729557,113.29611644022447,141.42001482276277,134.19712873720636,117.81513262029382,94.59618845794785,74.55458325942406,106.60455143798937,145.69196382970418,126.42281232390611,82.62783663864036,125.19542777553546,131.5595213918651,93.48427691396601,124.61175317836583,121.74626155338,85.71089106508131,130.73362081044849,136.82353579104702,152.4915372952583,151.6140615610471,78.66991896128727,91.86524880254632,135.4510580162598,135.41357852736627,135.45143058918143,235.58194471964163,6,"['educational', 'social_media', 'educational', 'self_harm', 'self_harm', 'educational', 'self_harm', 'educational', 'self_harm', 'social_media', 'social_media', 'educational', 'educational', 'educational', 'self_harm', 'educational', 'social_media', 'self_harm', 'educational', 'self_harm', 'self_harm', 'educational', 'self_harm', 'social_media', 'social_media', 'self_harm', 'educational', 'self_harm', 'social_media', 'self_harm']","[138.7700204329502, 94.28527330751152, 87.87322505816664, 134.47417245729557, 113.29611644022447, 141.42001482276277, 134.19712873720636, 117.81513262029382, 94.59618845794785, 74.55458325942406, 106.60455143798937, 145.69196382970418, 126.42281232390611, 82.62783663864036, 125.19542777553546, 131.5595213918651, 93.48427691396601, 124.61175317836583, 121.74626155338, 85.71089106508131, 130.73362081044849, 136.82353579104702, 152.4915372952583, 151.6140615610471, 78.66991896128727, 91.86524880254632, 135.4510580162598, 135.41357852736627, 135.45143058918143, 235.58194471964163, ['educational', 'social_media', 'educational', 'self_harm', 'self_harm', 'educational', 'self_harm', 'educational', 'self_harm', 'social_media', 'social_media', 'educational', 'educational', 'educational', 'self_harm', 'educational', 'social_media', 'self_harm', 'educational', 'self_harm', 'self_harm', 'educational', 'self_harm', 'social_media', 'social_media', 'self_harm', 'educational', 'self_harm', 'social_media', 'self_harm']]","['educational', 'social_media', 'educational', 'self_harm', 'self_harm', 'educational', 'self_harm', 'educational', 'self_harm', 'social_media', 'social_media', 'educational', 'educational', 'educational', 'self_harm', 'educational', 'social_media', 'self_harm', 'educational', 'self_harm', 'self_harm', 'educational', 'self_harm', 'social_media', 'social_media', 'self_harm', 'educational', 'self_harm', 'social_media', 'self_harm']"
137.126715320795,154.06696920541796,148.62005290479607,139.54173753917394,110.54192266078964,142.76907661479802,96.81524356387285,112.89544179779973,105.4390935651269,122.45622418158968,189.43975700020525,63.98204422224756,140.5878057112354,71.61852386431045,105.842044026317,152.66851790902098,121.92840057286388,87.66765666212082,98.54088872220095,140.38793246804028,98.0890010484859,126.49375768745925,121.36715519711441,100.4519895718255,184.31832267975977,139.01757066954033,59.24572240027179,125.59362944308283,100.14640605694836,145.5730000438867,7,"['self_harm', 'social_media', 'self_harm', 'self_harm', 'educational', 'educational', 'social_media', 'social_media', 'social_media', 'educational', 'social_media', 'social_media', 'social_media', 'educational', 'self_harm', 'social_media', 'self_harm', 'social_media', 'self_harm', 'educational', 'educational', 'social_media', 'self_harm', 'educational', 'social_media', 'social_media', 'educational', 'educational', 'social_media', 'self_harm']","[137.126715320795, 154.06696920541796, 148.62005290479607, 139.54173753917394, 110.54192266078964, 142.76907661479802, 96.81524356387285, 112.89544179779973, 105.4390935651269, 122.45622418158968, 189.43975700020525, 63.98204422224756, 140.5878057112354, 71.61852386431045, 105.842044026317, 152.66851790902098, 121.92840057286388, 87.66765666212082, 98.54088872220095, 140.38793246804028, 98.0890010484859, 126.49375768745925, 121.36715519711441, 100.4519895718255, 184.31832267975977, 139.01757066954033, 59.24572240027179, 125.59362944308283, 100.14640605694836, 145.5730000438867, ['self_harm', 'social_media', 'self_harm', 'self_harm', 'educational', 'educational', 'social_media', 'social_media', 'social_media', 'educational', 'social_media', 'social_media', 'social_media', 'educational', 'self_harm', 'social_media', 'self_harm', 'social_media', 'self_harm', 'educational', 'educational', 'social_media', 'self_harm', 'educational', 'social_media', 'social_media', 'educational', 'educational', 'social_media', 'self_harm']]","['self_harm', 'social_media', 'self_harm', 'self_harm', 'educational', 'educational', 'social_media', 'social_media', 'social_media', 'educational', 'social_media', 'social_media', 'social_media', 'educational', 'self_harm', 'social_media', 'self_harm', 'social_media', 'self_harm', 'educational', 'educational', 'social_media', 'self_harm', 'educational', 'social_media', 'social_media', 'educational', 'educational', 'social_media', 'self_harm']"
96.22437784701899,116.55790675599303,135.1496183694137,145.97265582510363,83.99110778832672,109.96496292477156,105.75164066517132,100.40012302278865,172.9636272084329,132.14945132882866,82.17348136994865,147.5358584116433,183.664685910379,150.9739578165344,74.4189010213796,105.47297781401247,158.00733447559867,98.76991603143658,133.31458284438685,143.23902160288011,92.19208585265751,118.214239318146,22.761979797927822,89.2683707599713,112.4229554582052,82.56650454105451,168.97233911794905,77.09575866118102,106.79866539909048,123.92221731858274,8,"['self_harm', 'self_harm', 'social_media', 'educational', 'social_media', 'educational', 'self_harm', 'self_harm', 'educational', 'educational', 'social_media', 'self_harm', 'social_media', 'social_media', 'social_media', 'self_harm', 'social_media', 'social_media', 'social_media', 'social_media', 'social_media', 'social_media', 'self_harm', 'social_media', 'educational', 'social_media', 'social_media', 'self_harm', 'self_harm', 'educational']","[96.22437784701899, 116.55790675599303, 135.1496183694137, 145.97265582510363, 83.99110778832672, 109.96496292477156, 105.75164066517132, 100.40012302278865, 172.9636272084329, 132.14945132882866, 82.17348136994865, 147.5358584116433, 183.664685910379, 150.9739578165344, 74.4189010213796, 105.47297781401247, 158.00733447559867, 98.76991603143658, 133.31458284438685, 143.23902160288011, 92.19208585265751, 118.214239318146, 22.761979797927822, 89.2683707599713, 112.4229554582052, 82.56650454105451, 168.97233911794905, 77.09575866118102, 106.79866539909048, 123.92221731858274, ['self_harm', 'self_harm', 'social_media', 'educational', 'social_media', 'educational', 'self_harm', 'self_harm', 'educational', 'educational', 'social_media', 'self_harm', 'social_media', 'social_media', 'social_media', 'self_harm', 'social_media', 'social_media', 'social_media', 'social_media', 'social_media', 'social_media', 'self_harm', 'social_media', 'educational', 'social_media', 'social_media', 'self_harm', 'self_harm', 'educational']]","['self_harm', 'self_harm', 'social_media', 'educational', 'social_media', 'educational', 'self_harm', 'self_harm', 'educational', 'educational', 'social_media', 'self_harm', 'social_media', 'social_media', 'social_media', 'self_harm', 'social_media', 'social_media', 'social_media', 'social_media', 'social_media', 'social_media', 'self_harm', 'social_media', 'educational', 'social_media', 'social_media', 'self_harm', 'self_harm', 'educational']"
163.23819867198347,76.92413546461682,154.8949125646488,120.3069918305876,90.55474046856148,133.86310422789813,125.9717908672041,101.99349368523616,122.09406254970057,108.44059209414719,123.40552035753744,139.8639202356314,167.58050448436057,82.86553503519453,183.991001239688,61.437366014324944,115.4464471489325,137.64951619453728,128.429756032051,101.31901440538219,113.75633248928175,105.20997196023501,102.31905729167366,145.48806291063073,130.71046457895142,99.21271214218038,146.9879962629975,129.2189856262983,144.3858635651688,138.88886525770837,9,"['educational', 'self_harm', 'self_harm', 'social_media', 'self_harm', 'educational', 'social_media', 'educational', 'social_media', 'self_harm', 'educational', 'social_media', 'social_media', 'self_harm', 'self_harm', 'self_harm', 'educational', 'social_media', 'self_harm', 'educational', 'educational', 'educational', 'self_harm', 'self_harm', 'social_media', 'social_media', 'self_harm', 'educational', 'educational', 'educational']","[163.23819867198347, 76.92413546461682, 154.8949125646488, 120.3069918305876, 90.55474046856148, 133.86310422789813, 125.9717908672041, 101.99349368523616, 122.09406254970057, 108.44059209414719, 123.40552035753744, 139.8639202356314, 167.58050448436057, 82.86553503519453, 183.991001239688, 61.437366014324944, 115.4464471489325, 137.64951619453728, 128.429756032051, 101.31901440538219, 113.75633248928175, 105.20997196023501, 102.31905729167366, 145.48806291063073, 130.71046457895142, 99.21271214218038, 146.9879962629975, 129.2189856262983, 144.3858635651688, 138.88886525770837, ['educational', 'self_harm', 'self_harm', 'social_media', 'self_harm', 'educational', 'social_media', 'educational', 'social_media', 'self_harm', 'educational', 'social_media', 'social_media', 'self_harm', 'self_harm', 'self_harm', 'educational', 'social_media', 'self_harm', 'educational', 'educational', 'educational', 'self_harm', 'self_harm', 'social_media', 'social_media', 'self_harm', 'educational', 'educational', 'educational']]","['educational', 'self_harm', 'self_harm', 'social_media', 'self_harm', 'educational', 'social_media', 'educational', 'social_media', 'self_harm', 'educational', 'social_media', 'social_media', 'self_harm', 'self_harm', 'self_harm', 'educational', 'social_media', 'self_harm', 'educational', 'educational', 'educational', 'self_harm', 'self_harm', 'social_media', 'social_media', 'self_harm', 'educational', 'educational', 'educational']"
